16,30,64,128,192,256,384,448,512
id,func_name,self_time1,self_time2,self_time3,self_time4,self_time5,self_time6,self_time7,self_time8,self_time9
48,box_rearrange_find_ioproc_,53611510,37566200,21202810,15760540,13276470,12294590,10563860,10186020,9825310
49,box_rearrange_compute_dest_,40642080,25458900,10258680,5184100,3431750,2653240,1831850,1507000,1322180
50,box_rearrange_box_rearrange_create_,1501020,4741390,411370,258020,211230,198520,218130,218050,235500
51,box_rearrange_compute_counts_,17691700,10484990,4865550,2570420,1773940,1649010,1304230,1180440,1110960
52,box_rearrange_box_rearrange_free_,3020,2459560,4810,7330,14450,7570,8020,8170,9540
53,rearrange_rearrange_comp2io_double_,80440,138230,138150,96160,90780,92530,64280,82660,78150
54,rearrange_rearrange_comp2io_int_,2950,2740,3320,3690,3170,3130,2990,3620,3300
55,rearrange_rearrange_create_box__,3580,3130,3070,3040,2410,3770,3120,3350,4730
56,rearrange_rearrange_free__,1170,1000,1030,820,500,880,570,1310,1060
57,piolib_mod_seterrorhandlingi_,3950,3990,4090,11620,4260,4880,4180,4300,4600
58,piolib_mod_pio_initdecomp_dof_,33950630,12270,11960,13080,9810,15820,11040,14690,14360
59,piolib_mod_dupiodesc2_,500,390,320,1040,390,490,890,790,400
60,piolib_mod_createfile_,224300,16950,373660,8920,7980,38400,9700,32940,532340
61,piolib_mod_freedecomp_ios_,1550,1520,1520,1960,1310,1650,7070,2110,2160
62,piolib_mod_closefile_,11090,14630,7990,19460,9470,8900,10400,10350,8870
63,piodarray_write_darray_1d_int_,184340,962680,480310,160410,956320,283590,894810,689790,406740
64,piodarray_write_darray_1d_double_,123040,642230,228380,678990,155420,671710,135480,219680,1060390
65,piodarray_write_darray_2d_double_,682980,426540,195960,103280,76580,71920,59930,39050,58800
66,piodarray_write_darray_3d_double_,199390720,123050860,49232950,27943240,18191140,14248030,9319830,8649970,10545750
67,piodarray_write_darray_5d_double_,140507090,87125680,33345390,16767120,12340920,8297820,6741230,6069200,4441710
68,piodarray_write_darray_nf_int_,385130,1017610,1794910,226700,1106100,440090,754370,1158120,328160
69,piodarray_write_darray_nf_double_,16484900,14281070,675370,2427120,574360,1558200,523920,1581840,1339010
70,pionfatt_mod_put_att_text_,65460,65970,1130610,71750,74210,68340,81040,89610,78020
71,pionfatt_mod_put_att_real_,5740,5530,6100,6020,6540,6700,7000,6410,7800
72,pionfatt_mod_put_att_double_,10630,10630,12670,12340,12840,13630,12430,13660,15750
73,pionfatt_mod_put_att_int_,1600,980,850,1000,990,1040,1080,1380,1510
74,pionfatt_mod_put_att_1d_int_,14530,15380,24890,18670,21980,17700,21500,17090,20850
75,pionfatt_mod_put_att_desc_1d_int_,7710,7140,9190,8540,9930,9680,9700,9220,10100
76,pionfput_mod_put_var1_text_,146970,111040,129570,130200,124540,143610,129580,135820,159230
77,pionfput_mod_put_var1_double_,35850,35340,37900,35690,52650,41560,47810,38360,48250
78,pionfput_mod_put_var1_int_,84060,71060,87800,83060,78040,102200,97390,83240,94790
79,pionfput_mod_put_var1_vdesc_text_,133480,112300,121320,157560,147580,132540,131880,120210,155980
80,pionfput_mod_put_var1_vdesc_double_,20920,19100,17850,17880,18980,25390,21140,19220,24000
81,pionfput_mod_put_var1_vdesc_int_,57350,47750,60230,54480,51010,65760,56480,51220,66570
82,pionfput_mod_put_var_0d_text_,554940,3250,2720,1035980,3860,3260,2740,2290,1157230
83,pionfput_mod_put_var_1d_text_,2260,1230,1750,1590,1520,2030,1490,1920,1910
84,pionfput_mod_put_var_2d_text_,917290,911520,1810,1840,1166290,2030,1086350,2090,1840
85,pionfput_mod_put_var_1d_double_,379870,790750,1228810,17320,1780390,1180330,1257450,1155310,17690
86,pionfput_mod_put_var_0d_int_,38980,30600,49740,40730,38100,37160,28820,31130,43550
87,pionfput_mod_put_var_1d_int_,6700,692590,7800,8670,1457270,7540,2615760,7740,9460
88,pionfput_mod_put_var_2d_int_,360670,710620,2010,589250,1490,1270,588520,1680,807180
89,pionfput_mod_put_var_3d_int_,2790,1610,1096860,1630,1260,36680,1290,1182960,622470
90,pionfput_mod_put_var_vdesc_1d_text_,910,1180,720,940,750,1210,1130,890,1380
91,pionfput_mod_put_var_vdesc_2d_text_,860,860,64060,829300,910,940,910,819180,900
92,pionfput_mod_put_var_vdesc_1d_double_,211670,23670,5592220,20480,1080810,1125940,1042320,1138460,11990
93,pionfput_mod_put_var_vdesc_1d_int_,332160,773610,22210,650730,717160,24670,66600,25430,25600
94,pionfput_mod_put_var_vdesc_2d_int_,500,440,590,400,400,400,420,370,490
95,pionfput_mod_put_var_vdesc_3d_int_,320,300,340,250,300,310,270,270,360
96,pionfput_mod_put_vara_1d_text_,412750,729410,52070,52150,657510,32100,721390,60810,65750
97,pionfput_mod_put_vara_1d_double_,440280,774260,69830,584040,52170,600040,631990,68430,52420
98,pionfput_mod_put_vara_1d_int_,6186740,598230,49120,25100,48410,72570,472510,500810,77260
99,pionfput_mod_put_vara_vdesc_1d_text_,4150,4540,3680,5330,10240,4950,5010,4270,5370
100,pionfput_mod_put_vara_vdesc_1d_double_,21330,18540,651820,79070,1177460,972650,30380,755970,29490
101,pionfput_mod_put_vara_vdesc_1d_int_,21190,21000,1079710,17250,1092180,1113660,1004800,1074860,15240
102,gptlstart_,51521020,50620600,37045170,32338150,27011510,29147040,27559500,27076320,28581260
103,gptlstop_,47646160,46086620,38351320,34035410,30096250,31066360,29539130,26905170,30243930
104,update_ll_hash,9590,8290,7930,15690,9870,8240,7600,8270,7520
105,update_parent_info,565140,505560,512210,367010,508150,574880,544000,393570,540160
106,update_ptr,355270,368170,372550,403190,361200,353350,345520,369260,419190
107,GPTLstart,14244410,15755870,10170720,9718050,7289400,8090940,8321230,7207940,7254450
108,getentry,2863120,3637530,2601440,2887580,2808840,2589790,2214220,2282280,2660800
109,update_stats,512600,439130,393240,476130,398450,426100,443250,423960,550130
110,GPTLstop,29092830,31806470,20543980,18551130,16666410,16826840,16322070,16491680,17985510
111,utr_mpiwtime,19699500,21255270,17393150,15307610,11545490,13690270,13335930,12623750,13786030
112,esmf_basetimemod_esmf_basetimesum_,110635920,72294060,32407560,17154470,14297270,10582560,8912900,8166310,6313290
113,esmf_basetimemod_esmf_basetimedifference_,46480790,32021600,13918830,7984260,6437870,4874800,4135910,3581190,3147100
114,esmf_timeintervalmod_esmf_timeintervalget_,28040770,22125750,9437180,5862980,5428890,4093750,3681830,3903860,3179790
115,esmf_timeintervalmod_esmf_timeintervalset_,98693640,78352200,30510660,17325630,14514010,9345870,9106830,8021960,6490470
116,esmf_timeintervalmod_esmf_timeintervalsum_,63351510,40735550,17703530,8646630,7552300,4801610,4524570,3829630,2690920
117,esmf_timeintervalmod_timeintchecknormalized_,29769720,24134860,9314310,5656790,4213760,2690500,2995810,2468670,1887440
118,esmf_timemod_esmf_timeget_,219486660,156756670,65398940,33894590,25954320,20095320,16343010,14477960,11944070
119,esmf_timemod_esmf_timeset_,73715020,52319840,23531600,11178030,10389290,7084070,6108390,5376520,4000820
120,esmf_timemod_esmf_timecopy_,25642890,14893440,7191340,4866400,4375020,2891210,3521820,2452250,2363610
121,shr_file_mod_shr_file_setlogunit_,442530,407460,296630,227720,233830,233910,243760,209680,225400
122,shr_file_mod_shr_file_setloglevel_,92740,109580,85250,97310,112320,108740,107070,102430,107250
123,mct_mod_mct_avect_accum_,24354050,14694850,5130980,2690420,1864270,1703700,1243980,1096250,1049170
124,mct_mod_mct_avect_vecmult_,133820400,84730640,36622360,19929160,13938510,11381040,8577560,7914230,7324410
125,mct_mod_mct_avect_avg_,4059110,2513900,1095720,635240,436150,375010,282220,263080,294590
126,seq_drydep_mod_set_hcoeff_vector_,96052730,72905360,29402250,14911720,9464000,7339340,4941390,4286290,3801390
127,new_cosz_mod_new_cosz_,460702820,306986150,121153010,62125440,41558090,31527860,21792490,17669570,16178260
128,shr_orb_mod_shr_orb_decl_,187248270,113832010,47635330,25730510,18669600,14005670,9157340,7390080,6714060
129,perf_mod_t_barrierf_,1368320,1523930,1229890,1128700,1103460,1101040,1040140,1017160,995040
130,seq_comm_mct_seq_comm_setptrs_,62670,44590,48890,39920,43410,42200,47880,37630,34720
131,esmf_alarmmod_esmf_alarmget_,517010,623400,584480,541750,520460,537440,526260,509300,575700
132,esmf_alarmmod_esmf_alarmisringing_,23740,30350,40910,25450,36220,19880,26140,22610,38560
133,esmf_clockmod_esmf_clockget_,343290560,271909270,118161490,66284200,50032510,39485510,33786850,28544450,27319700
134,esmf_clockmod_esmf_clockgettimestep_,144880,164330,139980,159430,169980,207500,189780,137560,162660
135,esmf_clockmod_esmf_clockadvance_,262430,294490,317650,258110,276030,255630,333820,265060,317850
136,normalize_basetime_,68951570,44897240,21824190,10337680,9437350,5685690,5593270,5193320,3875650
137,normalize_time_,48617970,31332820,12895660,7746920,6922300,4853970,4682210,4194100,3294150
138,normalize_timeint_,98774800,68786750,30609770,15912610,13428780,8925170,8682700,7375420,5950500
139,timegetmonth_,130477440,82899930,39227550,22094460,15629060,12725930,11252790,9032400,9870140
140,timegetdayofmonth_,51790660,35199400,14592020,8937880,6273030,5372200,4347550,3690690,4054600
141,timeaddmonths_,59866100,49059920,20803050,10516980,9192390,5552250,6227020,4491740,3618100
142,seccmp_,83107810,54630600,23449050,13176650,9544470,8081590,6455390,5119290,5309050
143,c_esmc_basetimesum_,975900,958330,933510,837990,833180,873760,845330,882210,1009920
144,c_esmc_basetimedec_,655900,535180,490140,485750,461870,423600,438340,407610,506790
145,c_esmc_basetimediff_,44442070,36084120,13378270,7152730,6935150,4339950,4549800,3881350,3051460
146,shr_cal_mod_shr_cal_ymd2date_,103760,159390,103740,88210,100090,83870,87640,87150,87160
147,seq_infodata_mod_seq_infodata_getdata_,295120,342120,299000,246290,244440,257220,265290,237690,238780
148,seq_infodata_mod_seq_infodata_putdata_,451370,513280,437860,360120,354340,477010,352760,403900,410540
149,seq_cdata_mod_seq_cdata_setptrs_,168630,180450,134580,177700,184870,184930,187730,156780,188100
150,seq_timemgr_mod_seq_timemgr_eclockgetdata_,1044990,985820,967150,946450,906750,992630,877130,892910,1009140
151,seq_timemgr_mod_seq_timemgr_alarmison_,1949790,1803430,1745740,1510900,1564040,1533600,1483110,1487270,1491620
152,seq_timemgr_mod_seq_timemgr_etimeget_,577780,569390,676280,495350,564180,560470,523210,518980,530200
153,seq_timemgr_mod_seq_timemgr_eclockdateinsync_,319460,290820,252070,192730,149000,161230,207530,171210,204430
154,seq_timemgr_mod_seq_timemgr_esmfcodecheck_,583520,522900,558960,509930,480940,424680,568250,476490,488710
155,string_utils_to_upper_,1330,4550,3260,1970,1390,1380,4690,1540,3790
156,string_utils_to_lower_,36470270,26591910,11601100,5544050,4349360,2564060,2153470,1899560,1677790
157,string_utils_glc_,106387640,68666410,30301850,15238750,10823330,7456180,5699900,4724610,4156780
158,repro_sum_mod_repro_sum_,13969130,7805400,3808550,2308610,1920430,1649300,1328820,1148540,1303170
159,repro_sum_mod_repro_sum_int_,28764680,17309690,7626990,4229380,3039580,2525960,1852990,1700440,1824500
160,repro_sum_mod_repro_sum_tol_exceeded_,14160,30570,18830,21560,29020,30580,19750,13960,20480
161,mo_util_rebin_,6538942420,4185169420,1704704280,881285960,576373490,439953400,297701600,253270990,222496880
162,rrtmg_sw_vrtqdr_vrtqdr_sw_,39420868680,23815208480,9554415170,4946628130,3285016540,2463605410,1582563660,1341964130,1246603250
163,cmparray_mod_cmpdaynite_3d_r_copy_,212859220,138132150,50804740,19729830,11476720,8051000,5521600,4326460,3707110
164,cmparray_mod_expdaynite_3d_r_,411846760,260623350,93036690,37036430,24147530,15948710,10877110,8947820,7496190
165,drydep_mod_calcram_,71812820,49671880,19895990,10519920,6959720,4960720,3836630,2948860,3007830
166,mo_prod_loss_imp_prod_loss_,1510395230,935809260,383801710,192584690,128595800,96401430,62161740,53131770,46827590
167,mo_lu_solve_lu_slv01_,1076651660,716151100,284668950,133025250,96763760,66439010,44082370,36591090,37899770
168,mo_lin_matrix_linmat01_,462636270,274999690,116193950,64403420,43137050,27982960,18902390,15651070,13695620
169,mo_lu_factor_lu_fac01_,895312450,610053780,248917880,124484840,88247470,60039440,39327880,33263710,28704190
170,mo_nln_matrix_nlnmat_finit_,1747441860,1056671410,438267250,224165540,149452710,109409040,71818720,60616100,54409620
171,mo_indprd_indprd_,205014710,132228150,54847420,27048420,20074940,13743190,10762740,8974900,7250230
172,mo_negtrc_negtrc_,338764810,209149160,86731990,43419070,29983440,21789750,13884420,12678510,10622890
173,mo_adjrxt_adjrxt_,199170890,124035290,48054750,25020020,17075090,12641660,8360240,7023500,6407630
174,error_function_calerf_r8_,31868103880,20049904100,8092514730,4081790790,2686097570,2033982120,1288925480,1121688560,989052190
175,trb_mtn_stress_compute_tms_,17794340,13594890,5858740,3137850,2394210,2131060,1371570,1168640,1176490
176,cpslec_,38645300,23434060,9064090,4325960,3279600,2566830,1610150,1465720,1262420
177,cldsav_,281622140,178295000,69168920,36438170,24892560,18863410,12417520,10735280,9128310
178,cubxdr_,27073496530,19462272310,7457355320,3785005490,2508062160,2085580020,1258556430,1237637530,1259065880
179,srchutil_whenieq_,1163449480,748884900,283976290,143197120,96710280,80848680,48380140,48257070,48926890
180,datetime_,2011900,1810580,1189990,1197360,1153630,1385400,1231300,1097760,1570190
181,get_memusage_,1881200,712870,673330,765410,538360,705980,656470,519800,686350
182,qneg3_,6375206250,4065696780,1980587580,1228070110,993219380,866208460,754925710,706722960,682435090
183,qneg3_modalx1_,4004797560,2515400510,1039557670,524348310,338576340,257270600,177476000,147491130,129097640
184,scm0_,38126467720,30174943330,13168918770,6303051800,4059418880,3397830680,1956229290,1967940420,1971643080
185,zenith_,125764460,83732340,36433480,16911310,11796770,9589210,6584890,5706760,5463500
186,radconstants_rad_gas_index_,159541340,96184750,37518030,19500140,14302190,9179400,7039110,5674720,4768190
187,rrtmg_lw_rtrnmc_rtrnmc_,42030886710,26436196380,10872474980,5480412000,3633000340,2712717260,1788699910,1458730440,1282002470
188,mcica_subcol_gen_lw_mcica_subcol_lw_,49861010,27858750,11463200,5586920,4233140,3019510,2126030,1804780,1648050
189,mcica_subcol_gen_lw_generate_stochastic_clouds_,19845521330,12040707520,4833276550,2434166680,1682975360,1241441400,818696700,677456330,590098290
190,mcica_subcol_gen_lw_kissvec_,8811931000,5310877710,2240665990,1061851200,723136860,536181410,387588760,319782660,270947570
191,rrtmg_lw_setcoef_setcoef_,2085742460,1301507680,522322220,262134760,172744540,130785000,85909590,73684810,66631160
192,rrtmg_lw_cldprmc_cldprmc_,288577830,160448470,69687740,36012260,23088450,19522260,12110990,10163880,9090910
193,rrtmg_lw_taumol_taumol_,746835820,424177780,171493710,87807880,53513950,45196350,28360650,27254360,22699390
194,rrtmg_lw_taumol_taumol_taugb1,1412427290,862870870,350741340,175320300,116446990,87340080,58557490,48868650,43863370
195,rrtmg_lw_taumol_taumol_taugb2,1421942830,885316860,358067880,179140660,118636460,89651800,59483630,50232940,44907880
196,rrtmg_lw_taumol_taumol_taugb3,4211152760,2651209240,1057928550,537747350,351522950,266639720,178324100,149931410,134791970
197,rrtmg_lw_taumol_taumol_taugb4,2924769910,1814497640,742548670,370858650,244509550,184595920,123205730,103799630,93885390
198,rrtmg_lw_taumol_taumol_taugb5,4033094030,2504364930,1025518840,509447870,333134080,256914130,171544800,142924040,129385290
199,rrtmg_lw_taumol_taumol_taugb6,1071373400,670046190,268142100,135084860,88680000,67627730,45387580,37688520,33774000
200,rrtmg_lw_taumol_taumol_taugb7,2848029170,1789219020,720186390,361086160,234784330,178552430,119446580,100074390,90891820
201,rrtmg_lw_taumol_taumol_taugb8,1399811600,874502720,348264250,174908800,114471210,86698420,57856850,48804990,43716090
202,rrtmg_lw_taumol_taumol_taugb9,3193402180,1975734570,801698370,405673260,263250000,200561570,134102590,112557570,101077390
203,rrtmg_lw_taumol_taumol_taugb10,748027470,464425040,187829980,94413310,61751830,47203670,31286290,26461500,23561320
204,rrtmg_lw_taumol_taumol_taugb11,1091674690,677857390,274671970,139505660,89890610,68647920,45451280,38554050,34476560
205,rrtmg_lw_taumol_taumol_taugb12,1713394150,1060572550,432291380,217916400,143798570,107450730,72634660,60474320,54700410
206,rrtmg_lw_taumol_taumol_taugb13,1993332750,1233439180,496677550,248189370,163542370,123732830,83227460,70040870,62656280
207,rrtmg_lw_taumol_taumol_taugb14,283990530,175398780,71088810,35765210,23523590,18261890,11636550,9883700,9444690
208,rrtmg_lw_taumol_taumol_taugb15,795086950,492650260,204772420,99933470,66441630,50395140,33475180,28741290,25537710
209,rrtmg_lw_taumol_taumol_taugb16,1123726960,702388090,280863050,142511450,93242800,70717820,46403330,39297110,35181170
210,rrtmg_sw_reftra_reftra_sw_,40089018660,25119314380,10204345170,5197365130,3443500950,2590084610,1683882250,1414334600,1268825680
211,rrtmg_sw_setcoef_setcoef_sw_,567938250,350040900,141172860,71347640,46331460,36132800,23449190,19691410,17668380
212,rrtmg_sw_cldprmc_cldprmc_sw_,1946559920,1238426460,495876330,252990350,176151380,129796340,81142580,67160480,58783380
213,mo_setrxt_setrxt_,1039062280,640869650,263289930,130986340,86872310,65570280,42958800,36392620,32921580
214,mpibarrier_,527520,543400,397190,482680,483690,502410,493850,436880,740820
215,rrtmg_lw_rad_rrtmg_lw_,2638289210,1661839280,680698710,341287590,224063730,171107600,127155440,97635230,89156220
216,rrtmg_lw_rad_inatm_,11084608000,6950120060,2817220890,1418179210,926664240,706814830,465077490,394759890,359307330
217,mcica_subcol_gen_sw_mcica_subcol_sw_,44754500,25212020,9103420,4300570,2795440,2138960,1671390,1315860,1392370
218,mcica_subcol_gen_sw_generate_stochastic_clouds_sw_,11344602620,6589660160,2570975820,1224390760,827120800,594699530,412624850,330628750,286310390
219,mcica_subcol_gen_sw_kissvec_,5825318870,2884542160,1103392330,491416000,314376900,232218810,158465040,131026810,111915820
220,rrtmg_sw_taumol_taumol_sw_,260242750,169634890,64675360,31788290,19334080,17825730,10143020,10220670,8621110
221,rrtmg_sw_taumol_taumol_sw_taumol16,575455320,358145840,142917570,71940170,46202500,34989520,23593280,19436700,17901790
222,rrtmg_sw_taumol_taumol_sw_taumol17,962014310,619933320,247180550,125249910,79278720,62970830,40149710,33078090,30109470
223,rrtmg_sw_taumol_taumol_sw_taumol18,641797950,406003820,165175680,81907420,52886270,39837210,26945130,22470880,20781540
224,rrtmg_sw_taumol_taumol_sw_taumol19,657468830,419571630,170434900,84247340,54976700,41368770,27480270,22883780,20766270
225,rrtmg_sw_taumol_taumol_sw_taumol20,722647620,466896790,184884540,92336450,59945490,46670720,29711940,25062730,22381130
226,rrtmg_sw_taumol_taumol_sw_taumol21,830000750,539148690,214206870,104420980,68516170,51080740,34742090,28451480,26426250
227,rrtmg_sw_taumol_taumol_sw_taumol22,308303130,198889980,79305950,38621300,25624620,19648910,12934350,10798040,9765390
228,rrtmg_sw_taumol_taumol_sw_taumol23,636465520,394272300,158586250,79453620,52151900,39940560,26007310,21983000,19738780
229,rrtmg_sw_taumol_taumol_sw_taumol24,736746240,459205550,185821730,91805060,61221210,45589960,31106090,25639670,22794860
230,rrtmg_sw_taumol_taumol_sw_taumol25,325691020,200138460,81733650,40914240,26494180,20576250,13230370,11229620,10108980
231,rrtmg_sw_taumol_taumol_sw_taumol26,211404440,132225090,53981260,27001490,17773360,13653450,8849300,7574760,6696780
232,rrtmg_sw_taumol_taumol_sw_taumol27,487078160,307318040,123903590,61911670,40246460,30530470,20439330,17068010,15405800
233,rrtmg_sw_taumol_taumol_sw_taumol28,446476800,279934380,109973230,57512650,37615600,28976120,18875700,15233200,14020040
234,rrtmg_sw_taumol_taumol_sw_taumol29,836964780,522374810,211119410,105821670,68089010,52588940,34706780,28664040,25874070
235,cubzdr_,10391167760,6664103690,2689366240,1352737430,903088020,663449980,440125350,374948260,335831890
236,engy_tdif1_,76469930,48022350,20074380,10072090,6702510,5545760,3308810,3253390,3241410
237,flxint_,2185490,1513010,1172390,1076670,1084200,1131130,1140720,1108650,1153120
238,herzin_,14789399680,10746032900,3099867010,1575875920,1081802920,857411390,567399510,496587350,468733740
239,kdpfnd1_,4041477420,2537673750,1063399010,536739920,347972040,266382970,185025880,158667880,144693640
240,iap_grid_period_,1969840280,1241296030,459937240,251669410,192983940,164891850,150159200,139788090,166820560
241,iap_grid_periodp_,511140020,322374160,114352770,68106830,55689210,52694140,35093000,38354080,43854410
242,mod_comm_mp_send3d_,359756700,354018350,162644840,97769770,74662020,68535570,71917840,67376270,74582780
243,mod_comm_mp_recv3d_,363276810,345234920,167606760,98979820,76154300,66912720,70822100,67182610,71678170
244,mod_comm_mp_send3d_2_,33444110,38269330,25642360,25559360,22973810,22444160,34172320,31072530,30617900
245,mod_comm_mp_recv3d_2_,31992010,34524470,24360660,22941710,21664970,20889000,30458660,25067820,27885850
246,mod_comm_win_finalize_,124179630,117687160,74861050,47047590,38473760,35373070,41723390,38136510,39039820
247,mod_comm_ga_put4d_r8_,5269038440,7315588520,1519850510,959256970,575703050,479604730,491831220,459755130,518260860
248,mod_comm_ga_recvinit_r8_,129666860,128236910,44553390,30455270,24035750,21938660,23276330,21415580,21455570
249,mod_comm_ga_get4d_r8_,4288696610,7170861540,1301840880,601857430,425204530,370438560,303723820,285801820,297815900
250,cam_history_support_sec2hms_,2730,2410,2140,2020,2360,2380,1830,5200,2360
251,cam_history_support_date2yyyymmdd_,5310,6700,4730,5210,4800,5030,4500,5850,5890
252,geopotential_geopotential_dse_,5305708210,3316725030,1345160780,681158110,447480070,336133620,223845060,188189810,170902750
253,geopotential_geopotential_t_,193803850,113990960,46361930,22836520,12826930,9042510,6585580,5251940,5100310
254,phys_control_cam_physpkg_is_,65136420,48715800,21411900,9546360,6515230,4828180,3462460,2787160,2432310
255,phys_control_cam_chempkg_is_,56629520,41464130,19482150,9912670,6378620,4760320,3360200,3097580,2859800
256,phys_control_phys_getopts_,393171440,292335260,117067970,62793540,41553780,31152430,24799040,19067360,16642280
257,rrtmg_sw_spcvmc_spcvmc_sw_,45717743350,27039277530,10690511690,5631640220,3767911110,2808422660,1782982250,1498065820,1446292420
258,wv_saturation_estblf_,81647851880,52071556370,18712625630,8910004550,4873453270,3367498710,2138596090,1942297790,1855762810
259,wv_saturation_aqsat_,6838474500,4275027290,1743751380,879223090,571694830,436264350,287518430,242592970,214936330
260,wv_saturation_aqsat_water_,2657910380,1638512230,647238780,321154360,214816420,163381250,106883440,90372830,83314430
261,wv_saturation_vqsatd_,191216245960,121639774800,42887683080,20309959620,10881685710,7465149090,4714224990,4299337620,4182673020
262,wv_saturation_vqsatd_water_,3115184390,1778101870,709821170,369876180,249327220,181870390,122667610,99708400,100481440
263,wv_saturation_polysvp_,296932477080,180778086520,72963071660,50123264060,24274110970,18339769690,12037251050,10186171440,9295491050
264,wv_saturation_qsat_water_,5342339940,3302159610,1350375680,681332410,443630090,337840270,221390000,187293230,167279520
265,wv_saturation_vqsatd2_water_,21023282610,12681803320,4987969830,2641555160,1696286790,1282767960,847458060,713535880,671464550
